overallRank,villageRank,polygonId,village,district,regency,areaHa,priorityClass,priorityLabel,priorityScore,needScore,suitabilityScore,riskScore,confidence,decisionReason,methodVersion
1,1,MPR-A365B48FFB,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.24,P2,Regenerasi alami terbantu,71.3,64,85,36,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
2,2,MPR-31A12DD342,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.22,P2,Regenerasi alami terbantu,71.3,64,85,36,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
3,3,MPR-CD8CCBB7C4,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.19,P2,Regenerasi alami terbantu,71.3,64,85,36,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
4,4,MPR-53949EE9BF,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.16,P2,Regenerasi alami terbantu,71.3,64,85,36,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
5,5,MPR-EA9E744255,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.13,P2,Regenerasi alami terbantu,71.3,64,85,36,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
6,6,MPR-B7D379E2B1,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.11,P2,Regenerasi alami terbantu,71.3,64,85,36,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
7,7,MPR-08CC3FD566,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.08,P2,Regenerasi alami terbantu,71.3,64,85,36,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
8,8,MPR-5025D7DC9C,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.08,P2,Regenerasi alami terbantu,71.3,64,85,36,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
9,9,MPR-9FEECF7549,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.08,P2,Regenerasi alami terbantu,71.3,64,85,36,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
10,10,MPR-685F50F3C2,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.05,P2,Regenerasi alami terbantu,71.3,64,85,36,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
11,11,MPR-EB8FA9EF60,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.05,P2,Regenerasi alami terbantu,71.3,64,85,36,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
12,12,MPR-D64ED88F50,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,1.47,P1,Penanaman aktif,71.2,66,83,38,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
13,13,MPR-15FA1476C5,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.85,P1,Penanaman aktif,71.2,65,84,37,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
14,14,MPR-52E7451509,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.66,P1,Penanaman aktif,71.2,65,84,37,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
15,15,MPR-CC6E1F679C,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.53,P1,Penanaman aktif,71.2,65,84,37,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
16,16,MPR-25D58B89BF,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.3,P2,Regenerasi alami terbantu,71.2,64,85,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
17,1,MPR-0EF5645844,Sukajadi,Bukit Batu,Bengkalis,0.77,P1,Penanaman aktif,71.0,65,84,38,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
18,2,MPR-A121C608FD,Sukajadi,Bukit Batu,Bengkalis,1.75,P1,Penanaman aktif,70.8,66,83,40,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
19,3,MPR-6C0BA99D0E,Sukajadi,Bukit Batu,Bengkalis,1.01,P1,Penanaman aktif,70.8,65,84,39,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
20,4,MPR-303F6B7C01,Sukajadi,Bukit Batu,Bengkalis,0.98,P1,Penanaman aktif,70.8,65,84,39,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
21,1,MPR-91CBC807A2,Muntai,Bantan,Bengkalis,0.807,P2,Regenerasi alami terbantu,70.8,63,84,35,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
22,2,MPR-F17874A9E2,Muntai,Bantan,Bengkalis,0.7,P2,Regenerasi alami terbantu,70.8,63,84,35,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
23,3,MPR-D778CA6FE9,Muntai,Bantan,Bengkalis,0.57,P2,Regenerasi alami terbantu,70.8,63,84,35,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
24,4,MPR-9F64AEF1D4,Muntai,Bantan,Bengkalis,0.476,P2,Regenerasi alami terbantu,70.8,63,84,35,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
25,5,MPR-500138AD01,Muntai,Bantan,Bengkalis,0.42,P2,Regenerasi alami terbantu,70.8,63,84,35,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
26,17,MPR-9711136FEB,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.38,P2,Regenerasi alami terbantu,70.8,64,84,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
27,18,MPR-0B8C34B282,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,0.36,P2,Regenerasi alami terbantu,70.8,64,84,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
28,6,MPR-63D4804CE8,Muntai,Bantan,Bengkalis,0.29,P2,Regenerasi alami terbantu,70.8,62,85,34,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
29,7,MPR-9031F4BA65,Muntai,Bantan,Bengkalis,0.23,P2,Regenerasi alami terbantu,70.8,62,85,34,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
30,8,MPR-924F9B456F,Muntai,Bantan,Bengkalis,0.19,P2,Regenerasi alami terbantu,70.8,62,85,34,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
31,9,MPR-74F8F147D1,Muntai,Bantan,Bengkalis,0.18,P2,Regenerasi alami terbantu,70.8,62,85,34,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
32,10,MPR-47C66B4720,Muntai,Bantan,Bengkalis,0.11,P2,Regenerasi alami terbantu,70.8,62,85,34,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
33,11,MPR-48054B006D,Muntai,Bantan,Bengkalis,0.11,P2,Regenerasi alami terbantu,70.8,62,85,34,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
34,12,MPR-3854934694,Muntai,Bantan,Bengkalis,0.1,P2,Regenerasi alami terbantu,70.8,62,85,34,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
35,13,MPR-4C6952B64C,Muntai,Bantan,Bengkalis,0.1,P2,Regenerasi alami terbantu,70.8,62,85,34,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
36,14,MPR-6849BDD306,Muntai,Bantan,Bengkalis,0.084,P2,Regenerasi alami terbantu,70.8,62,85,34,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
37,19,MPR-306FDACEAD,Paritsatuapi-Api,Bandar Laksamana,Bengkalis,1.18,P1,Penanaman aktif,70.7,65,83,38,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
38,15,MPR-5C6258A412,Muntai,Bantan,Bengkalis,0.341,P2,Regenerasi alami terbantu,70.7,62,85,35,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
39,16,MPR-BA43C57090,Muntai,Bantan,Bengkalis,2.21,P1,Penanaman aktif,70.6,65,82,37,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
40,5,MPR-97B08BDF16,Sukajadi,Bukit Batu,Bengkalis,0.37,P2,Regenerasi alami terbantu,70.6,64,84,38,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
41,1,MPR-7A589F183F,Prapat Tunggal,Bengkalis,Bengkalis,0.05,P2,Regenerasi alami terbantu,70.6,64,84,38,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
42,2,MPR-E6B03DD15B,Prapat Tunggal,Bengkalis,Bengkalis,0.73,P1,Penanaman aktif,70.5,65,83,39,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
43,1,MPR-3CF3274B4C,Bantan Air,Bantan,Bengkalis,0.25,P2,Regenerasi alami terbantu,70.5,59,85,29,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
44,2,MPR-6DA6848FCC,Bantan Air,Bantan,Bengkalis,0.22,P2,Regenerasi alami terbantu,70.5,59,85,29,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
45,3,MPR-5DA0A55073,Bantan Air,Bantan,Bengkalis,0.153,P2,Regenerasi alami terbantu,70.5,59,85,29,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
46,4,MPR-92D91D9BFA,Bantan Air,Bantan,Bengkalis,0.15,P2,Regenerasi alami terbantu,70.5,59,85,29,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
47,5,MPR-A1217D1FA5,Bantan Air,Bantan,Bengkalis,0.15,P2,Regenerasi alami terbantu,70.5,59,85,29,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
48,6,MPR-0446BB416A,Bantan Air,Bantan,Bengkalis,0.13,P2,Regenerasi alami terbantu,70.5,59,85,29,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
49,7,MPR-EDAAED323D,Bantan Air,Bantan,Bengkalis,0.12,P2,Regenerasi alami terbantu,70.5,59,85,29,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
50,8,MPR-76E1D4E910,Bantan Air,Bantan,Bengkalis,0.11,P2,Regenerasi alami terbantu,70.5,59,85,29,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
51,9,MPR-897CC0D167,Bantan Air,Bantan,Bengkalis,0.11,P2,Regenerasi alami terbantu,70.5,59,85,29,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
52,10,MPR-9BA485C0F6,Bantan Air,Bantan,Bengkalis,0.11,P2,Regenerasi alami terbantu,70.5,59,85,29,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
53,11,MPR-02747627CE,Bantan Air,Bantan,Bengkalis,0.107,P2,Regenerasi alami terbantu,70.5,59,85,29,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
54,12,MPR-F030D55848,Bantan Air,Bantan,Bengkalis,0.1,P2,Regenerasi alami terbantu,70.5,59,85,29,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
55,13,MPR-CF0BF30203,Bantan Air,Bantan,Bengkalis,0.076,P2,Regenerasi alami terbantu,70.5,59,85,29,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
56,14,MPR-35C96BABBF,Bantan Air,Bantan,Bengkalis,0.066,P2,Regenerasi alami terbantu,70.5,59,85,29,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
57,1,MPR-E33D0601EA,Bantan Timur,Bantan,Bengkalis,0.47,P2,Regenerasi alami terbantu,70.4,60,84,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
58,3,MPR-AA9A1CDA3E,Prapat Tunggal,Bengkalis,Bengkalis,0.32,P2,Regenerasi alami terbantu,70.4,64,84,39,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
59,2,MPR-928FF770AE,Bantan Timur,Bantan,Bengkalis,1.26,P2,Regenerasi alami terbantu,70.3,61,83,31,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
60,1,MPR-7A11C93E01,Telukpapal,Bantan,Bengkalis,0.53,P2,Regenerasi alami terbantu,70.3,63,84,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
61,2,MPR-0933E1A116,Telukpapal,Bantan,Bengkalis,0.42,P2,Regenerasi alami terbantu,70.3,63,84,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
62,3,MPR-B419E1068C,Telukpapal,Bantan,Bengkalis,0.42,P2,Regenerasi alami terbantu,70.3,63,84,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
63,3,MPR-D3E05D51E3,Bantan Timur,Bantan,Bengkalis,0.35,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
64,15,MPR-0771FE1460,Bantan Air,Bantan,Bengkalis,0.33,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
65,16,MPR-D504DE2994,Bantan Air,Bantan,Bengkalis,0.32,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
66,17,MPR-7B11E930BB,Bantan Air,Bantan,Bengkalis,0.31,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
67,4,MPR-3A0243F2D5,Bantan Timur,Bantan,Bengkalis,0.25,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
68,5,MPR-DA0946C96B,Bantan Timur,Bantan,Bengkalis,0.23,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
69,6,MPR-682C1AA87B,Bantan Timur,Bantan,Bengkalis,0.17,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
70,7,MPR-2251D93368,Bantan Timur,Bantan,Bengkalis,0.13,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
71,8,MPR-B240C77401,Bantan Timur,Bantan,Bengkalis,0.12,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
72,9,MPR-ED68F2D4B9,Bantan Timur,Bantan,Bengkalis,0.11,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
73,10,MPR-FA4F01D9FF,Bantan Timur,Bantan,Bengkalis,0.11,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
74,11,MPR-327693AFD3,Bantan Timur,Bantan,Bengkalis,0.1,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
75,12,MPR-1C52380F44,Bantan Timur,Bantan,Bengkalis,0.08,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
76,13,MPR-8A889159D5,Bantan Timur,Bantan,Bengkalis,0.08,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
77,14,MPR-15C7ACAAAF,Bantan Timur,Bantan,Bengkalis,0.05,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
78,15,MPR-7AAC93C854,Bantan Timur,Bantan,Bengkalis,0.05,P2,Regenerasi alami terbantu,70.3,59,85,30,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
79,17,MPR-5A034A475F,Muntai,Bantan,Bengkalis,3.851,P1,Penanaman aktif,70.2,67,80,40,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
80,6,MPR-F4736A46AD,Sukajadi,Bukit Batu,Bengkalis,3.23,P1,Penanaman aktif,70.2,68,80,42,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
81,18,MPR-625C2AEA75,Muntai,Bantan,Bengkalis,3.17,P1,Penanaman aktif,70.2,66,81,39,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
82,19,MPR-69464EC8C8,Muntai,Bantan,Bengkalis,3.15,P1,Penanaman aktif,70.2,66,81,39,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
83,4,MPR-D1E60C8C3A,Prapat Tunggal,Bengkalis,Bengkalis,1.56,P1,Penanaman aktif,70.2,66,82,41,tinggi,Kebutuhan dan kelayakan relatif tinggi.,mangrove-priority-2016-2025-v0.1
84,20,MPR-890CE0CE84,Muntai,Bantan,Bengkalis,1.12,P2,Regenerasi alami terbantu,70.2,63,83,36,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
85,16,MPR-F3E9E5646A,Bantan Timur,Bantan,Bengkalis,1.04,P2,Regenerasi alami terbantu,70.2,60,84,31,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
86,17,MPR-DA91A127F1,Bantan Timur,Bantan,Bengkalis,0.89,P2,Regenerasi alami terbantu,70.2,60,84,31,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
87,18,MPR-80C89D0630,Bantan Timur,Bantan,Bengkalis,0.84,P2,Regenerasi alami terbantu,70.2,60,84,31,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
88,4,MPR-762B4E6BD0,Telukpapal,Bantan,Bengkalis,0.83,P2,Regenerasi alami terbantu,70.2,63,84,38,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
89,5,MPR-E5704DB1E6,Telukpapal,Bantan,Bengkalis,0.79,P2,Regenerasi alami terbantu,70.2,63,84,38,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
90,19,MPR-8B44FFE772,Bantan Timur,Bantan,Bengkalis,0.78,P2,Regenerasi alami terbantu,70.2,60,84,31,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
91,6,MPR-C02FE49047,Telukpapal,Bantan,Bengkalis,0.706,P2,Regenerasi alami terbantu,70.2,63,84,38,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
92,20,MPR-29C95B27C9,Bantan Timur,Bantan,Bengkalis,0.681,P2,Regenerasi alami terbantu,70.2,60,84,31,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
93,1,MPR-D0CF8DA139,Teluklatak,Bengkalis,Bengkalis,0.66,P2,Regenerasi alami terbantu,70.2,61,84,33,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
94,7,MPR-52F7AB7B89,Telukpapal,Bantan,Bengkalis,0.64,P2,Regenerasi alami terbantu,70.2,63,84,38,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
95,2,MPR-9B942D53BC,Teluklatak,Bengkalis,Bengkalis,0.64,P2,Regenerasi alami terbantu,70.2,61,84,33,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
96,3,MPR-E78DB5BFE9,Teluklatak,Bengkalis,Bengkalis,0.64,P2,Regenerasi alami terbantu,70.2,61,84,33,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
97,4,MPR-DB654FB704,Teluklatak,Bengkalis,Bengkalis,0.46,P2,Regenerasi alami terbantu,70.2,61,84,33,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
98,8,MPR-145E27ADEF,Telukpapal,Bantan,Bengkalis,0.34,P2,Regenerasi alami terbantu,70.2,62,85,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
99,9,MPR-68B0765A2E,Telukpapal,Bantan,Bengkalis,0.34,P2,Regenerasi alami terbantu,70.2,62,85,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
100,5,MPR-E1138C7826,Teluklatak,Bengkalis,Bengkalis,0.34,P2,Regenerasi alami terbantu,70.2,60,85,33,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
101,10,MPR-F75DE9F814,Telukpapal,Bantan,Bengkalis,0.32,P2,Regenerasi alami terbantu,70.2,62,85,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
102,6,MPR-F0AABEE295,Teluklatak,Bengkalis,Bengkalis,0.275,P2,Regenerasi alami terbantu,70.2,60,85,33,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
103,11,MPR-EAB1679CF0,Telukpapal,Bantan,Bengkalis,0.258,P2,Regenerasi alami terbantu,70.2,62,85,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
104,12,MPR-00D4B81100,Telukpapal,Bantan,Bengkalis,0.226,P2,Regenerasi alami terbantu,70.2,62,85,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
105,7,MPR-EC7997990C,Teluklatak,Bengkalis,Bengkalis,0.22,P2,Regenerasi alami terbantu,70.2,60,85,33,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
106,13,MPR-6A074505AC,Telukpapal,Bantan,Bengkalis,0.21,P2,Regenerasi alami terbantu,70.2,62,85,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
107,8,MPR-8D5A674BC0,Teluklatak,Bengkalis,Bengkalis,0.2,P2,Regenerasi alami terbantu,70.2,60,85,33,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
108,9,MPR-27A3FA945A,Teluklatak,Bengkalis,Bengkalis,0.18,P2,Regenerasi alami terbantu,70.2,60,85,33,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
109,14,MPR-2FDE373252,Telukpapal,Bantan,Bengkalis,0.18,P2,Regenerasi alami terbantu,70.2,62,85,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
110,10,MPR-9BD641ACEE,Teluklatak,Bengkalis,Bengkalis,0.16,P2,Regenerasi alami terbantu,70.2,60,85,33,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
111,11,MPR-AC657F29B0,Teluklatak,Bengkalis,Bengkalis,0.16,P2,Regenerasi alami terbantu,70.2,60,85,33,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
112,15,MPR-2F6FBA26D7,Telukpapal,Bantan,Bengkalis,0.14,P2,Regenerasi alami terbantu,70.2,62,85,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
113,12,MPR-67EA247084,Teluklatak,Bengkalis,Bengkalis,0.14,P2,Regenerasi alami terbantu,70.2,60,85,33,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
114,16,MPR-6EA78638FD,Telukpapal,Bantan,Bengkalis,0.14,P2,Regenerasi alami terbantu,70.2,62,85,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
115,17,MPR-99DD235767,Telukpapal,Bantan,Bengkalis,0.14,P2,Regenerasi alami terbantu,70.2,62,85,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
116,18,MPR-572576730C,Telukpapal,Bantan,Bengkalis,0.13,P2,Regenerasi alami terbantu,70.2,62,85,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
117,19,MPR-2AAE7C360C,Telukpapal,Bantan,Bengkalis,0.12,P2,Regenerasi alami terbantu,70.2,62,85,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
118,20,MPR-9EDC8AE04D,Telukpapal,Bantan,Bengkalis,0.12,P2,Regenerasi alami terbantu,70.2,62,85,37,tinggi,Kondisi biofisik relatif mendukung pemulihan vegetasi.,mangrove-priority-2016-2025-v0.1
